"SecretarialAreaCode","SecretarialAreaTitle","AgencyCode","AgencyTitle","bill","year","type","amount"
"12","Administration","132","Department of Elections","1283","2019","Total",18074622
"12","Administration","132","Department of Elections","1283","2020","GF",18872451
"12","Administration","132","Department of Elections","1283","2020","NGF",13227961
"12","Administration","132","Department of Elections","1283","2020","Total",32100412
"12","Administration","132","Department of Elections","1","2021","GF",38816790
"12","Administration","132","Department of Elections","1","2021","NGF",3052250
"12","Administration","132","Department of Elections","1","2021","Total",41869040
"12","Administration","132","Department of Elections","1","2022","GF",23676592
"12","Administration","132","Department of Elections","1","2022","NGF",3052250
"12","Administration","132","Department of Elections","1","2022","Total",26728842
"12","Administration","132","Department of Elections","1","2023","GF",28533455
"12","Administration","132","Department of Elections","1","2023","NGF",3052250
"12","Administration","132","Department of Elections","1","2023","Total",31585705
"12","Administration","132","Department of Elections","1","2024","GF",26339663
"12","Administration","132","Department of Elections","1","2024","NGF",3052250
"12","Administration","132","Department of Elections","1","2024","Total",29391913
"12","Administration","136","Virginia Information Technologies Agency","1283","2019","GF",425164
"12","Administration","136","Virginia Information Technologies Agency","1283","2019","NGF",413259662
"12","Administration","136","Virginia Information Technologies Agency","1283","2019","Total",413684826
"12","Administration","136","Virginia Information Technologies Agency","1283","2020","GF",425164
"12","Administration","136","Virginia Information Technologies Agency","1283","2020","NGF",354811767
"12","Administration","136","Virginia Information Technologies Agency","1283","2020","Total",355236931
"12","Administration","136","Virginia Information Technologies Agency","1","2021","GF",282252
"12","Administration","136","Virginia Information Technologies Agency","1","2021","NGF",346614663
"12","Administration","136","Virginia Information Technologies Agency","1","2021","Total",346896915
"12","Administration","136","Virginia Information Technologies Agency","1","2022","GF",282252
"12","Administration","136","Virginia Information Technologies Agency","1","2022","NGF",395694836
"12","Administration","136","Virginia Information Technologies Agency","1","2022","Total",395977088
"12","Administration","136","Virginia Information Technologies Agency","1","2023","GF",5212464
"12","Administration","136","Virginia Information Technologies Agency","1","2023","NGF",504001094
"12","Administration","136","Virginia Information Technologies Agency","1","2023","Total",509213558
"12","Administration","136","Virginia Information Technologies Agency","1","2024","GF",291064
"12","Administration","136","Virginia Information Technologies Agency","1","2024","NGF",487916140
"12","Administration","136","Virginia Information Technologies Agency","1","2024","Total",488207204
"12","Administration","149","Administration of Health Insurance","1283","2019","GF",0
"12","Administration","149","Administration of Health Insurance","1283","2019","NGF",2085446067
"12","Administration","149","Administration of Health Insurance","1283","2019","Total",2085446067
"12","Administration","149","Administration of Health Insurance","1283","2020","GF",0
"12","Administration","149","Administration of Health Insurance","1283","2020","NGF",2110446067
"12","Administration","149","Administration of Health Insurance","1283","2020","Total",2110446067
"12","Administration","149","Administration of Health Insurance","1","2021","GF",0
"12","Administration","149","Administration of Health Insurance","1","2021","NGF",2197071067
"12","Administration","149","Administration of Health Insurance","1","2021","Total",2197071067
"12","Administration","149","Administration of Health Insurance","1","2022","GF",0
"12","Administration","149","Administration of Health Insurance","1","2022","NGF",2301071067
"12","Administration","149","Administration of Health Insurance","1","2022","Total",2301071067
"12","Administration","149","Administration of Health Insurance","1","2023","GF",0
"12","Administration","149","Administration of Health Insurance","1","2023","NGF",2301071067
"12","Administration","149","Administration of Health Insurance","1","2023","Total",2301071067
"12","Administration","149","Administration of Health Insurance","1","2024","GF",0
"12","Administration","149","Administration of Health Insurance","1","2024","NGF",2301071067
"12","Administration","149","Administration of Health Insurance","1","2024","Total",2301071067
"12","Administration","157","Compensation Board","1283","2019","GF",688855417
"12","Administration","157","Compensation Board","1283","2019","NGF",16855064
"12","Administration","157","Compensation Board","1283","2019","Total",705710481
"12","Administration","157","Compensation Board","1283","2020","GF",691521444
"12","Administration","157","Compensation Board","1283","2020","NGF",16600712
"12","Administration","157","Compensation Board","1283","2020","Total",708122156
"12","Administration","157","Compensation Board","1","2021","GF",718465692
"12","Administration","157","Compensation Board","1","2021","NGF",16606228
"12","Administration","157","Compensation Board","1","2021","Total",735071920
"12","Administration","157","Compensation Board","1","2022","GF",729827525
"12","Administration","157","Compensation Board","1","2022","NGF",16606228
"12","Administration","157","Compensation Board","1","2022","Total",746433753
"12","Administration","157","Compensation Board","1","2023","GF",810012233
"12","Administration","157","Compensation Board","1","2023","NGF",16595878
"12","Administration","157","Compensation Board","1","2023","Total",826608111
"12","Administration","157","Compensation Board","1","2024","GF",824712847
"12","Administration","157","Compensation Board","1","2024","NGF",16595878
"12","Administration","157","Compensation Board","1","2024","Total",841308725
"12","Administration","164","Virginia Management Fellows Program Administration","1283","2019","GF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1283","2019","NGF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1283","2019","Total",0
"12","Administration","164","Virginia Management Fellows Program Administration","1283","2020","GF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1283","2020","NGF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1283","2020","Total",0
"12","Administration","164","Virginia Management Fellows Program Administration","1","2021","GF",1479339
"12","Administration","164","Virginia Management Fellows Program Administration","1","2021","NGF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1","2021","Total",1479339
"12","Administration","164","Virginia Management Fellows Program Administration","1","2022","GF",1479339
"12","Administration","164","Virginia Management Fellows Program Administration","1","2022","NGF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1","2022","Total",1479339
"12","Administration","164","Virginia Management Fellows Program Administration","1","2023","GF",1513961
"12","Administration","164","Virginia Management Fellows Program Administration","1","2023","NGF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1","2023","Total",1513961
"12","Administration","164","Virginia Management Fellows Program Administration","1","2024","GF",1513961
"12","Administration","164","Virginia Management Fellows Program Administration","1","2024","NGF",0
"12","Administration","164","Virginia Management Fellows Program Administration","1","2024","Total",1513961
"12","Administration","180","Secretary of Administration","1283","2019","GF",2438191
"12","Administration","180","Secretary of Administration","1283","2019","NGF",0
"12","Administration","180","Secretary of Administration","1283","2019","Total",2438191
"12","Administration","180","Secretary of Administration","1283","2020","GF",1685650
"12","Administration","180","Secretary of Administration","1283","2020","NGF",0
"12","Administration","180","Secretary of Administration","1283","2020","Total",1685650
"12","Administration","180","Secretary of Administration","1","2021","GF",1753686
"12","Administration","180","Secretary of Administration","1","2021","NGF",2602000
"12","Administration","180","Secretary of Administration","1","2021","Total",4355686
"12","Administration","180","Secretary of Administration","1","2022","GF",1753686
"12","Administration","180","Secretary of Administration","1","2022","NGF",2602000
"12","Administration","180","Secretary of Administration","1","2022","Total",4355686
"12","Administration","180","Secretary of Administration","1","2023","GF",1854596
"12","Administration","180","Secretary of Administration","1","2023","NGF",4652000
"12","Administration","180","Secretary of Administration","1","2023","Total",6506596
"12","Administration","180","Secretary of Administration","1","2024","GF",1854596
"12","Administration","180","Secretary of Administration","1","2024","NGF",5252000
"12","Administration","180","Secretary of Administration","1","2024","Total",7106596
"12","Administration","194","Department of General Services","1283","2019","GF",21193500
"12","Administration","194","Department of General Services","1283","2019","NGF",222014975
"12","Administration","194","Department of General Services","1283","2019","Total",243208475
"12","Administration","194","Department of General Services","1283","2020","GF",21882941
"12","Administration","194","Department of General Services","1283","2020","NGF",225746620
"12","Administration","194","Department of General Services","1283","2020","Total",247629561
"12","Administration","194","Department of General Services","1","2021","GF",26385532
"12","Administration","194","Department of General Services","1","2021","NGF",237151051
"12","Administration","194","Department of General Services","1","2021","Total",263536583
"12","Administration","194","Department of General Services","1","2022","GF",25624963
"12","Administration","194","Department of General Services","1","2022","NGF",239723629
"12","Administration","194","Department of General Services","1","2022","Total",265348592
"12","Administration","194","Department of General Services","1","2023","GF",30724655
"12","Administration","194","Department of General Services","1","2023","NGF",244374866
"12","Administration","194","Department of General Services","1","2023","Total",275099521
"12","Administration","194","Department of General Services","1","2024","GF",30947829
"12","Administration","194","Department of General Services","1","2024","NGF",245436372
"12","Administration","194","Department of General Services","1","2024","Total",276384201
"13","Finance","122","Department of Planning and Budget","1283","2019","GF",7963865
"13","Finance","122","Department of Planning and Budget","1283","2019","NGF",0
"13","Finance","122","Department of Planning and Budget","1283","2019","Total",7963865
"13","Finance","122","Department of Planning and Budget","1283","2020","GF",8015465
"13","Finance","122","Department of Planning and Budget","1283","2020","NGF",0
"13","Finance","122","Department of Planning and Budget","1283","2020","Total",8015465
"13","Finance","122","Department of Planning and Budget","1","2021","GF",8651148
"13","Finance","122","Department of Planning and Budget","1","2021","NGF",0
"13","Finance","122","Department of Planning and Budget","1","2021","Total",8651148
"13","Finance","122","Department of Planning and Budget","1","2022","GF",8651148
"13","Finance","122","Department of Planning and Budget","1","2022","NGF",0
"13","Finance","122","Department of Planning and Budget","1","2022","Total",8651148
"13","Finance","122","Department of Planning and Budget","1","2023","GF",8497158
"13","Finance","122","Department of Planning and Budget","1","2023","NGF",0
"13","Finance","122","Department of Planning and Budget","1","2023","Total",8497158
"13","Finance","122","Department of Planning and Budget","1","2024","GF",8497158
"13","Finance","122","Department of Planning and Budget","1","2024","NGF",0
"13","Finance","122","Department of Planning and Budget","1","2024","Total",8497158
"13","Finance","151","Department of Accounts","1283","2019","GF",13493096
"13","Finance","151","Department of Accounts","1283","2019","NGF",28104053
"13","Finance","151","Department of Accounts","1283","2019","Total",41597149
"13","Finance","151","Department of Accounts","1283","2020","GF",13493096
"13","Finance","151","Department of Accounts","1283","2020","NGF",28861261
"13","Finance","151","Department of Accounts","1283","2020","Total",42354357
"13","Finance","151","Department of Accounts","1","2021","GF",13572366
"13","Finance","151","Department of Accounts","1","2021","NGF",29783994
"13","Finance","151","Department of Accounts","1","2021","Total",43356360
"13","Finance","151","Department of Accounts","1","2022","GF",13407366
"13","Finance","151","Department of Accounts","1","2022","NGF",39516151
"13","Finance","151","Department of Accounts","1","2022","Total",52923517
"13","Finance","151","Department of Accounts","1","2023","GF",14057680
"13","Finance","151","Department of Accounts","1","2023","NGF",54197156
"13","Finance","151","Department of Accounts","1","2023","Total",68254836
"13","Finance","151","Department of Accounts","1","2024","GF",14057680
"13","Finance","151","Department of Accounts","1","2024","NGF",57783606
"13","Finance","151","Department of Accounts","1","2024","Total",71841286
"13","Finance","152","Department of the Treasury","1283","2019","GF",11432877
"13","Finance","152","Department of the Treasury","1283","2019","NGF",38453465
"13","Finance","152","Department of the Treasury","1283","2019","Total",49886342
"13","Finance","152","Department of the Treasury","1283","2020","GF",9481059
"13","Finance","152","Department of the Treasury","1283","2020","NGF",38457891
"13","Finance","152","Department of the Treasury","1283","2020","Total",47938950
"13","Finance","152","Department of the Treasury","1","2021","GF",8327408
"13","Finance","152","Department of the Treasury","1","2021","NGF",41966549
"13","Finance","152","Department of the Treasury","1","2021","Total",50293957
"13","Finance","152","Department of the Treasury","1","2022","GF",8326657
"13","Finance","152","Department of the Treasury","1","2022","NGF",42076549
"13","Finance","152","Department of the Treasury","1","2022","Total",50403206
"13","Finance","152","Department of the Treasury","1","2023","GF",15518923
"13","Finance","152","Department of the Treasury","1","2023","NGF",55075139
"13","Finance","152","Department of the Treasury","1","2023","Total",70594062
"13","Finance","152","Department of the Treasury","1","2024","GF",10002935
"13","Finance","152","Department of the Treasury","1","2024","NGF",55100226
"13","Finance","152","Department of the Treasury","1","2024","Total",65103161
"13","Finance","155","Treasury Board","1283","2019","GF",735190499
"13","Finance","155","Treasury Board","1283","2019","NGF",47741436
"13","Finance","155","Treasury Board","1283","2019","Total",782931935
"13","Finance","155","Treasury Board","1283","2020","GF",764913338
"13","Finance","155","Treasury Board","1283","2020","NGF",46938123
"13","Finance","155","Treasury Board","1283","2020","Total",811851461
"13","Finance","155","Treasury Board","1","2021","GF",815557436
"13","Finance","155","Treasury Board","1","2021","NGF",38600746
"13","Finance","155","Treasury Board","1","2021","Total",854158182
"13","Finance","155","Treasury Board","1","2022","GF",853483113
"13","Finance","155","Treasury Board","1","2022","NGF",38049214
"13","Finance","155","Treasury Board","1","2022","Total",891532327
"13","Finance","155","Treasury Board","1","2023","GF",954233341
"13","Finance","155","Treasury Board","1","2023","NGF",37571715
"13","Finance","155","Treasury Board","1","2023","Total",991805056
"13","Finance","155","Treasury Board","1","2024","GF",973117692
"13","Finance","155","Treasury Board","1","2024","NGF",36810619
"13","Finance","155","Treasury Board","1","2024","Total",1009928311
"13","Finance","161","Department of Taxation","1283","2019","GF",101948266
"13","Finance","161","Department of Taxation","1283","2019","NGF",12310705
"13","Finance","161","Department of Taxation","1283","2019","Total",114258971
"13","Finance","161","Department of Taxation","1283","2020","GF",101457127
"13","Finance","161","Department of Taxation","1283","2020","NGF",12267283
"13","Finance","161","Department of Taxation","1283","2020","Total",113724410
"13","Finance","161","Department of Taxation","1","2021","GF",107110104
"13","Finance","161","Department of Taxation","1","2021","NGF",12482691
"13","Finance","161","Department of Taxation","1","2021","Total",119592795
"13","Finance","161","Department of Taxation","1","2022","GF",108592426
"13","Finance","161","Department of Taxation","1","2022","NGF",12482691
"13","Finance","161","Department of Taxation","1","2022","Total",121075117
"13","Finance","161","Department of Taxation","1","2023","GF",110235175
"13","Finance","161","Department of Taxation","1","2023","NGF",12511087
"13","Finance","161","Department of Taxation","1","2023","Total",122746262
"13","Finance","161","Department of Taxation","1","2024","GF",110562948
"13","Finance","161","Department of Taxation","1","2024","NGF",12511087
"13","Finance","161","Department of Taxation","1","2024","Total",123074035
"13","Finance","162","Department of Accounts Transfer Payments","1283","2019","GF",1341622895
"13","Finance","162","Department of Accounts Transfer Payments","1283","2019","NGF",557930925
"13","Finance","162","Department of Accounts Transfer Payments","1283","2019","Total",1899553820
"13","Finance","162","Department of Accounts Transfer Payments","1283","2020","GF",1261836731
"13","Finance","162","Department of Accounts Transfer Payments","1283","2020","NGF",585961960
"13","Finance","162","Department of Accounts Transfer Payments","1283","2020","Total",1847798691
"13","Finance","162","Department of Accounts Transfer Payments","1","2021","GF",1495332411
"13","Finance","162","Department of Accounts Transfer Payments","1","2021","NGF",588180330
"13","Finance","162","Department of Accounts Transfer Payments","1","2021","Total",2083512741
"13","Finance","162","Department of Accounts Transfer Payments","1","2022","GF",2877595000
"13","Finance","162","Department of Accounts Transfer Payments","1","2022","NGF",588400824
"13","Finance","162","Department of Accounts Transfer Payments","1","2022","Total",3465995824
"13","Finance","162","Department of Accounts Transfer Payments","1","2023","GF",2358113028
"13","Finance","162","Department of Accounts Transfer Payments","1","2023","NGF",588400824
"13","Finance","162","Department of Accounts Transfer Payments","1","2023","Total",2946513852
"13","Finance","162","Department of Accounts Transfer Payments","1","2024","GF",1675917865
"13","Finance","162","Department of Accounts Transfer Payments","1","2024","NGF",588400824
"13","Finance","162","Department of Accounts Transfer Payments","1","2024","Total",2264318689
"13","Finance","190","Secretary of Finance","1283","2019","GF",667595
"13","Finance","190","Secretary of Finance","1283","2019","NGF",0
"13","Finance","190","Secretary of Finance","1283","2019","Total",667595
"13","Finance","190","Secretary of Finance","1283","2020","GF",667595
"13","Finance","190","Secretary of Finance","1283","2020","NGF",0
"13","Finance","190","Secretary of Finance","1283","2020","Total",667595
"13","Finance","190","Secretary of Finance","1","2021","GF",685384
"13","Finance","190","Secretary of Finance","1","2021","NGF",0
"13","Finance","190","Secretary of Finance","1","2021","Total",685384
"13","Finance","190","Secretary of Finance","1","2022","GF",685384
"13","Finance","190","Secretary of Finance","1","2022","NGF",0
"13","Finance","190","Secretary of Finance","1","2022","Total",685384
"13","Finance","190","Secretary of Finance","1","2023","GF",1229925
"13","Finance","190","Secretary of Finance","1","2023","NGF",0
"13","Finance","190","Secretary of Finance","1","2023","Total",1229925
"13","Finance","190","Secretary of Finance","1","2024","GF",729925
"13","Finance","190","Secretary of Finance","1","2024","NGF",0
"13","Finance","190","Secretary of Finance","1","2024","Total",729925
"13","Finance","226","Board of Accountancy","1283","2019","GF",0
"13","Finance","226","Board of Accountancy","1283","2019","NGF",2476080
"13","Finance","226","Board of Accountancy","1283","2019","Total",2476080
"13","Finance","226","Board of Accountancy","1283","2020","GF",0
"13","Finance","226","Board of Accountancy","1283","2020","NGF",2104195
"13","Finance","226","Board of Accountancy","1283","2020","Total",2104195
"13","Finance","226","Board of Accountancy","1","2021","GF",0
"13","Finance","226","Board of Accountancy","1","2021","NGF",2328158
"13","Finance","226","Board of Accountancy","1","2021","Total",2328158
"13","Finance","226","Board of Accountancy","1","2022","GF",0
"13","Finance","226","Board of Accountancy","1","2022","NGF",2328158
"13","Finance","226","Board of Accountancy","1","2022","Total",2328158
"13","Finance","226","Board of Accountancy","1","2023","GF",0
"13","Finance","226","Board of Accountancy","1","2023","NGF",2767913
"13","Finance","226","Board of Accountancy","1","2023","Total",2767913
"13","Finance","226","Board of Accountancy","1","2024","GF",0
"13","Finance","226","Board of Accountancy","1","2024","NGF",2767913
"13","Finance","226","Board of Accountancy","1","2024","Total",2767913
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1283","2019","GF",609254
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1283","2019","NGF",102699
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1283","2019","Total",711953
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1283","2020","GF",609254
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1283","2020","NGF",102699
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1283","2020","Total",711953
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2021","GF",640939
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2021","NGF",107492
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2021","Total",748431
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2022","GF",640939
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2022","NGF",107492
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2022","Total",748431
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2023","GF",669542
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2023","NGF",113698
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2023","Total",783240
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2024","GF",1169542
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2024","NGF",113698
"15","Natural and Historic Resources","183","Secretary of Natural and Historic Resources","1","2024","Total",1283240
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1283","2019","GF",79394004
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1283","2019","NGF",55161596
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1283","2019","Total",134555600
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1283","2020","GF",134961754
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1283","2020","NGF",55046852
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1283","2020","Total",190008606
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2021","GF",133055585
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2021","NGF",57858814
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2021","Total",190914399
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2022","GF",152961045
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2022","NGF",58058814
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2022","Total",211019859
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2023","GF",431138368
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2023","NGF",172452771
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2023","Total",603591139
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2024","GF",556564758
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2024","NGF",146799665
"15","Natural and Historic Resources","199","Department of Conservation and Recreation","1","2024","Total",703364423
"15","Natural and Historic Resources","402","Marine Resources Commission","1283","2019","GF",14237535
"15","Natural and Historic Resources","402","Marine Resources Commission","1283","2019","NGF",12539413
"15","Natural and Historic Resources","402","Marine Resources Commission","1283","2019","Total",26776948
"15","Natural and Historic Resources","402","Marine Resources Commission","1283","2020","GF",15454598
"15","Natural and Historic Resources","402","Marine Resources Commission","1283","2020","NGF",12539413
"15","Natural and Historic Resources","402","Marine Resources Commission","1283","2020","Total",27994011
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2021","GF",16070313
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2021","NGF",13160364
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2021","Total",29230677
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2022","GF",16181245
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2022","NGF",13045064
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2022","Total",29226309
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2023","GF",21558834
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2023","NGF",13005787
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2023","Total",34564621
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2024","GF",17033534
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2024","NGF",13005787
"15","Natural and Historic Resources","402","Marine Resources Commission","1","2024","Total",30039321
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1283","2019","GF",0
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1283","2019","NGF",63831765
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1283","2019","Total",63831765
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1283","2020","GF",0
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1283","2020","NGF",64761765
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1283","2020","Total",64761765
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2021","GF",0
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2021","NGF",67952102
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2021","Total",67952102
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2022","GF",0
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2022","NGF",70741461
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2022","Total",70741461
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2023","GF",2e+05
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2023","NGF",70783646
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2023","Total",70983646
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2024","GF",2e+05
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2024","NGF",70783646
"15","Natural and Historic Resources","403","Department of Wildlife Resources","1","2024","Total",70983646
"15","Natural and Historic Resources","423","Department of Historic Resources","1283","2019","GF",4672030
"15","Natural and Historic Resources","423","Department of Historic Resources","1283","2019","NGF",3278350
"15","Natural and Historic Resources","423","Department of Historic Resources","1283","2019","Total",7950380
"15","Natural and Historic Resources","423","Department of Historic Resources","1283","2020","GF",4859300
"15","Natural and Historic Resources","423","Department of Historic Resources","1283","2020","NGF",3178350
"15","Natural and Historic Resources","423","Department of Historic Resources","1283","2020","Total",8037650
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2021","GF",16654432
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2021","NGF",3243824
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2021","Total",19898256
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2022","GF",6299178
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2022","NGF",3243824
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2022","Total",9543002
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2023","GF",36310796
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2023","NGF",3614068
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2023","Total",39924864
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2024","GF",19887956
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2024","NGF",3614068
"15","Natural and Historic Resources","423","Department of Historic Resources","1","2024","Total",23502024
"15","Natural and Historic Resources","440","Department of Environmental Quality","1283","2019","GF",60361783
"15","Natural and Historic Resources","440","Department of Environmental Quality","1283","2019","NGF",139960369
"15","Natural and Historic Resources","440","Department of Environmental Quality","1283","2019","Total",200322152
"15","Natural and Historic Resources","440","Department of Environmental Quality","1283","2020","GF",40901658
"15","Natural and Historic Resources","440","Department of Environmental Quality","1283","2020","NGF",139960369
"15","Natural and Historic Resources","440","Department of Environmental Quality","1283","2020","Total",180862027
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2021","GF",42863491
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2021","NGF",141856299
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2021","Total",184719790
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2022","GF",81437752
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2022","NGF",141856299
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2022","Total",223294051
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2023","GF",67826042
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2023","NGF",149785826
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2023","Total",217611868
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2024","GF",264896002
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2024","NGF",149785826
"15","Natural and Historic Resources","440","Department of Environmental Quality","1","2024","Total",414681828
"16","Commerce and Trade","165","Department of Housing and Community Development","1283","2019","GF",88905720
"16","Commerce and Trade","165","Department of Housing and Community Development","1283","2019","NGF",73084436
"16","Commerce and Trade","165","Department of Housing and Community Development","1283","2019","Total",161990156
"16","Commerce and Trade","165","Department of Housing and Community Development","1283","2020","GF",116026436
"16","Commerce and Trade","165","Department of Housing and Community Development","1283","2020","NGF",73084436
"16","Commerce and Trade","165","Department of Housing and Community Development","1283","2020","Total",189110872
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2021","GF",208142878
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2021","NGF",111550944
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2021","Total",319693822
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2022","GF",204780878
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2022","NGF",139850944
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2022","Total",344631822
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2023","GF",264045566
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2023","NGF",235025518
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2023","Total",499071084
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2024","GF",239179222
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2024","NGF",235025518
"16","Commerce and Trade","165","Department of Housing and Community Development","1","2024","Total",474204740
"16","Commerce and Trade","181","Department of Labor and Industry","1283","2019","GF",10042820
"16","Commerce and Trade","181","Department of Labor and Industry","1283","2019","NGF",7209825
"16","Commerce and Trade","181","Department of Labor and Industry","1283","2019","Total",17252645
"16","Commerce and Trade","181","Department of Labor and Industry","1283","2020","GF",10042820
"16","Commerce and Trade","181","Department of Labor and Industry","1283","2020","NGF",7209825
"16","Commerce and Trade","181","Department of Labor and Industry","1283","2020","Total",17252645
"16","Commerce and Trade","181","Department of Labor and Industry","1","2021","GF",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2021","NGF",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2021","Total",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2022","GF",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2022","NGF",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2022","Total",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2023","GF",0
